Gene_ID	Gene_Name	Sample_1	Sample_10	Sample_11	Sample_12	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9
ENSG00000246174.10	KCTD21-AS1	2.56575	1.666299	1.269511	1.466157	2.050767	1.692789	1.21435	1.564506	1.883653	2.302712	1.565632	2.684653
ENSG00000246203.2	ENSG00000246203	0.288026	1.328305	1.292062	0.957959	0.392941	0.51347	0.934617	1.180514	0.98195	0.23635	0.324941	0.357677
ENSG00000246211.2	P4HA3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246214.3	RETREG1-AS1	0.057067	0.286828	0.122717	0.134585	0.026362	0.061054	0.227296	0.248473	0.149541	0.125917	0.024139	0.10209
ENSG00000246223.10	LINC01550	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246225.7	ENSG00000246225	0	0.266655	0.315948	0.345811	0.143143	0	0.266166	0.212282	0.050272	0.090158	0	0.019428
ENSG00000246228.7	CASC8	2.511831	2.551748	2.287959	2.633152	2.840344	2.398862	2.251546	2.471194	2.220834	1.716858	1.986636	1.857743
ENSG00000246250.3	ENSG00000246250	0.685436	0.903905	0.409484	0.346418	0.293988	0.180261	0.734295	0.3459	0.516513	0.409288	0.242516	0.544726
ENSG00000246263.4	UBR5-DT	0.18025	0.132302	0.177939	0.126137	0.18679	0.335844	0.043639	0.081565	0.23169	0.690921	0.900962	0.919475
ENSG00000246273.9	SBF2-AS1	1.440277	1.154121	1.054846	0.924033	1.337032	1.393729	0.917516	0.822349	0.784429	1.145882	1.176222	0.96131
ENSG00000246283.2	TTBK2-AS1	0	0	0	0	0	0	0.010416	0.003505	0.012413	0	0	0
ENSG00000246308.4	ENSG00000246308	0.150551	0.237722	0.030462	0.103262	0.041244	0.036846	0.176202	0.146221	0.066111	0.145883	0.123565	0.147429
ENSG00000246316.8	ENSG00000246316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246323.2	FAM13B-AS1	0.030311	0.173345	0	0.091261	0	0.03557	0	0.19097	0.071055	0.100295	0.108959	0.074693
ENSG00000246331.2	ENSG00000246331	0	0.068323	0.149105	0.137877	0.039483	0	0.053943	0	0.014867	0.122769	0.019284	0
ENSG00000246334.3	PRR7-AS1	4.274951	3.40663	2.41341	2.188392	4.038067	4.22377	4.107346	4.190949	3.804928	4.068092	4.474943	3.566763
ENSG00000246339.6	EXTL3-AS1	0.189156	0.456943	0.462815	0.274983	0.074645	0.238205	0.157806	0.319894	0.423263	0.166843	0.235736	0.158621
ENSG00000246350.1	ZBED9-AS1	0	0.039037	0.011262	0.014096	0	0	0	0	0	0	0	0
ENSG00000246363.4	LINC02458	0	0.01098	0	0.009308	0.025901	0	0	0.026383	0.016571	0	0	0.026585
ENSG00000246366.7	LACTB2-AS1	0.013404	0.033219	0.044411	0.012042	0	0	0	0.035175	0.032665	0.052776	0.068067	0
ENSG00000246375.5	PPM1K-DT	0	0	0	0	0	0	0	0.060064	0	0	0	0
ENSG00000246379.8	GNAO1-DT	0	0.094148	0.032136	0	0.014804	0	0	0	0.013434	0.033155	0	0.058673
ENSG00000246394.8	ZNF84-DT	0	0	0	0.064776	0	0	0.042607	0	0	0.039661	0	0.029103
ENSG00000246422.2	DIAPH1-AS1	0.14997	0.061933	0.092213	0.091432	0.105898	0.118534	0.076838	0.060859	0.082326	0.086002	0.02828	0.042222
ENSG00000246430.9	LINC00968	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246451.2	KLC1-AS1	3.344064	2.835879	2.596654	2.083499	2.915199	2.402471	2.519774	2.262532	3.256191	3.728779	3.76795	3.655778
ENSG00000246465.1	ENSG00000246465	0.782314	0.798555	0.726254	0.684481	0.854337	0.647893	0.856682	0.933536	0.5866	0.716105	0.373196	0.548687
ENSG00000246477.3	ENSG00000246477	0.135798	0.204501	0.198249	0.278793	0.23496	0.2254	0.301423	0.266958	0.298641	0.198971	0.197532	0.182723
ENSG00000246523.10	FZD4-DT	0.092289	0.064398	0.088085	0.142827	0.055592	0.041759	0.103723	0.072853	0.116929	0.18941	0.058784	0.258505
ENSG00000246526.3	LINC02481	0	0.029263	0.008603	0.11632	0.019071	0	0	0.014125	0	0.024563	0	0.03655
ENSG00000246528.4	SLCO5A1-AS1	0.057807	0.070104	0.328293	0.141176	0	0.031977	0.050932	0	0.057255	0	0.024139	0.077026
ENSG00000246541.2	SMARCAD1-DT	0	0	0	0	0.001826	0	0	0	0	0	0	0
ENSG00000246548.3	LINC02288	0	0	0.031502	0.04192	0	0	0	0	0	0.03279	0	0.058162
ENSG00000246560.3	UBE2D3-AS1	0.675944	0.512038	0.862473	0.658485	0.817031	0.133176	0.802788	0.397324	1.280426	0.603395	0.460606	0.442718
ENSG00000246575.2	ENSG00000246575	0.35058	0.298183	0.501012	0.245357	0.34847	0.432427	0.343822	0.388499	0.434039	0.546939	0.602894	0.60458
ENSG00000246582.3	TNFRSF10A-DT	1.860229	1.774911	1.914272	1.651623	1.974552	1.006943	2.461446	1.748796	1.629593	2.278943	2.340088	2.681327
ENSG00000246596.8	ENSG00000246596	1.113461	2.654178	2.290799	1.962728	1.285931	0.811605	2.102755	1.978008	1.779417	1.274216	0.889199	1.276578
ENSG00000246627.6	CACNA1C-AS1	0	0	0	0.020338	0	0	0.018546	0	0	0	0	0
ENSG00000246640.2	PICART1	0.329335	0.408269	0.55485	0.570044	0.34522	0.202182	0.409917	0.572231	0.59615	0.770261	0.308847	0.451855
ENSG00000246662.6	CIBAR1-DT	0.053778	0.042455	0.16919	0.035664	0	0.027934	0.109535	0.064566	0.036644	0.01372	0.036485	0.020696
ENSG00000246695.9	RASSF8-AS1	1.62776	6.252751	5.58678	5.548278	1.777408	1.432464	3.983407	4.356502	4.331095	2.448311	1.423233	1.614884
ENSG00000246705.5	H2AJ	86.329104	95.227804	102.432225	99.980261	91.795189	85.269557	97.624189	98.028537	85.849171	95.07218	91.583037	96.642998
ENSG00000246731.3	MGC16275	0.032382	0.027606	0.120666	0.086503	0.226027	0.067183	0.204414	0.083433	0.056852	0.197957	0.146287	0.197372
ENSG00000246740.2	PLA2G4E-AS1	0	0	0.021078	0.013005	0	0	0	0	0	0	0	0
ENSG00000246763.7	RGMB-AS1	7.727969	8.863979	5.050604	7.391207	8.096243	4.841525	7.310693	5.138108	7.541131	6.281039	6.50711	6.60403
ENSG00000246774.1	COL25A1-DT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246777.1	DYNC1LI2-DT	0.070853	0.151348	0.076565	0.148959	0.065207	0.0357	0.300422	0.318312	0.181406	0.04748	0.011804	0.03942
ENSG00000246790.2	SORL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246792.3	ENSG00000246792	0.190911	0.02517	0.057747	0.036063	0.032008	0.035117	0	0.027347	0.008873	0.045983	0.055317	0.089419
ENSG00000246820.2	RIC3-DT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246851.1	ENSG00000246851	0.214507	0.161592	0.168357	0.145496	0.048305	0.032321	0.184279	0.069668	0.115317	0.085563	0.18646	0.1021
ENSG00000246859.3	STARD4-AS1	0.028196	0.012905	0.046284	0.049144	0.018524	0.003102	0.054335	0.008671	0.027608	0.00819	0.041651	0.037833
ENSG00000246863.2	GPR176-DT	0.025091	0.039603	0.048679	0.022918	0.008043	0.075789	0.010885	0.054199	0.00874	0.025927	0.091515	0.00612
ENSG00000246876.7	LINC02466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246877.2	DNM1P35	0.009722	0	0.124647	0.054975	0.067547	0.015219	0.014339	0	0	0.059829	0.172681	0
ENSG00000246889.3	CTTN-DT	1.177395	0.499143	0.557225	0.666596	0.288921	0.403829	0.793293	0.749583	0.703942	0.953354	1.07254	0.301135
ENSG00000246898.2	LINC00920	0.187878	0.173969	0.211889	0.09971	0.14607	0.160514	0.100536	0.038772	0.068537	0.347786	0.110892	0.098523
ENSG00000246922.10	UBAP1L	0.191295	0.399405	0.253088	0.239844	0.264887	0.080805	0.485426	0.389359	0.244022	0.193868	0.130961	0.197921
ENSG00000246982.7	BRPF3-AS1	0.350325	0.844505	1.036099	0.623104	0.2602	0.359171	0.406058	0.409487	0.699044	0.634974	0.613003	0.831283
ENSG00000246985.8	SOCS2-AS1	0.058413	0.385887	0.370332	0.487583	0.189223	0.100675	0.415776	0.129281	0.407543	0.419392	0.496545	0.441143
ENSG00000247011.3	ENSG00000247011	0	0.032259	0	0	0	0	0	0	0	0	0	0
ENSG00000247033.1	ENSG00000247033	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247049.2	ENSG00000247049	0	0	0	0	0	0	0	0	0	0.005929	0	0
ENSG00000247077.8	PGAM5	43.534988	24.384346	17.141759	18.516117	44.151076	45.390502	23.249895	23.829319	22.847689	35.661928	32.164041	45.976997
ENSG00000247081.8	BAALC-AS1	0.109538	0.348228	0.290825	0.351739	0.206042	0.15406	0.104365	0.177865	0.325805	0.150541	0.104007	0.088212
ENSG00000247092.9	SNHG10	8.899747	3.318359	3.208685	3.971247	7.343152	7.648431	4.688693	4.844573	4.859234	7.374436	6.293754	6.401853
ENSG00000247095.5	MIR210HG	0.178976	0.14411	0.242585	0.178348	0.15373	0.075693	0.199567	0.173992	0.235332	0.276494	0.068776	0.140598
ENSG00000247121.8	ENSG00000247121	0.50107	0.585981	0.701957	0.638244	0.304925	0.358471	0.46006	0.645029	0.550044	0.483411	0.282743	0.465053
ENSG00000247130.2	ENSG00000247130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247131.6	ENSG00000247131	0	0	0.023781	0.026716	0	0	0.015215	0	0	0	0	0
ENSG00000247134.8	ENSG00000247134	0	0.031259	0	0	0	0	0.037486	0	0	0	0	0
ENSG00000247137.9	ANKRD42-DT	1.663716	1.840917	1.70714	1.671679	1.225015	1.364992	1.453573	2.047949	1.88327	2.116495	1.161994	2.114836
ENSG00000247151.7	CSTF3-DT	0.052595	0.280729	0.226404	0.29856	0.021619	0.025681	0.333281	0.292	0.065859	0	0.06292	0.006679
ENSG00000247157.7	LINC01252	0.054625	0.180587	0.138875	0.149839	0.015428	0	0.136413	0.067088	0.028888	0.062919	0.029259	0.156529
ENSG00000247193.4	ENSG00000247193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247199.6	FBXO38-DT	0.048945	0.228201	0.256246	0.372813	0.157693	0.038477	0.298743	0.266696	0.397885	0.146364	0.09962	0.114192
ENSG00000247213.7	LINC01498	0	0	0	0.095005	0	0	0.004109	0	0	0	0	0.042252
ENSG00000247228.3	ENSG00000247228	0.007283	0.115362	0.036599	0	0	0.040325	0.14432	0.161038	0	0.077642	0.094481	0
ENSG00000247240.10	UBL7-DT	1.56543	1.857327	2.959365	2.437624	1.818216	1.409001	1.736616	2.225865	2.263346	2.026792	1.200287	1.998994
ENSG00000247271.9	ZBED5-AS1	2.663629	1.64479	1.973974	2.119859	2.304644	2.589107	1.505438	1.908593	1.52953	2.398255	2.394326	1.90399
ENSG00000247287.3	PRKCH-AS1	0.012074	0	0.011253	0.009862	0.006768	0	0.067405	0	0.00911	0.022058	0	0
ENSG00000247311.3	ENSG00000247311	0	0	0	0	0	0	0.050903	0	0.195095	0	0	0
ENSG00000247315.4	ZCCHC3	6.855402	6.026469	6.76223	7.133682	6.394066	7.260394	7.19121	7.013549	6.935253	7.373642	8.40931	7.313569
ENSG00000247317.5	LY6E-DT	1.04635	1.122222	1.024932	0.82069	1.266218	1.522479	0.508149	0.586108	0.510828	1.92084	1.77879	2.01967
ENSG00000247324.2	ENSG00000247324	0	0.045038	0.037571	0.100625	0	0.021965	0.055121	0	0.03699	0	0	0.047793
ENSG00000247345.2	ENSG00000247345	0	0.094367	0.054981	0	0	0	0	0	0.057053	0	0	0.029523
ENSG00000247363.3	NUP107-DT	0.240568	0.434552	0.330778	0.388476	0.231522	0.217973	0.224796	0.392205	0.221729	0.622182	0.452091	0.389543
ENSG00000247372.2	ENSG00000247372	0.04674	0.184857	0.260883	0.111226	0.092981	0	0	0.093178	0.095628	0.161655	0.223431	0.057626
ENSG00000247373.3	TMED2-DT	0.323871	0.252929	0.23252	0.256855	0.360634	0.261393	0.236835	0.256459	0.279424	0.240057	0.246331	0.338728
ENSG00000247381.3	PLUT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247400.6	DNAJC3-DT	0.799242	1.062391	0.939299	0.607767	0.771427	0.765191	0.849888	0.776696	0.702011	0.95553	0.766628	0.880112
ENSG00000247402.2	ENSG00000247402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247416.5	ENSG00000247416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247473.2	CARS1-AS1	0.089216	0.027782	0	0.065017	0.086581	0.069597	0.078244	0	0.016896	0.136112	0.138238	0.058928
ENSG00000247498.11	GPRC5D-AS1	8.049779	11.443952	9.446291	9.902397	8.29727	5.668883	9.559141	8.869137	8.920048	9.844084	8.941769	8.982558
ENSG00000247516.8	MIR4458HG	0.975561	1.18122	1.625621	0.914198	1.514182	1.404185	0.99519	1.26042	1.149719	1.211466	0.778608	0.891084
ENSG00000247556.7	OIP5-AS1	15.132598	28.676215	24.240187	24.555184	15.579632	16.143757	18.514061	18.485721	17.705399	22.572835	24.576923	23.820739
ENSG00000247570.2	SDCBPP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247572.9	CKMT2-AS1	7.760132	8.604601	6.539854	6.538635	8.218928	8.219018	6.701187	7.050884	6.300962	8.92218	5.827506	7.083994
ENSG00000247595.5	MISFA	0.486888	1.194317	0.597447	0.757816	1.264441	1.155827	0.77823	1.086194	0.628674	0.689373	0.21134	0.456503
ENSG00000247596.10	TWF2	14.165181	15.995576	16.360618	17.487677	16.164791	12.35071	14.722164	14.982049	12.028428	19.789759	21.740059	19.44932
ENSG00000247624.6	CPEB2-DT	0.019149	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247626.5	MARS2	8.579532	5.62133	4.1123	5.169061	8.701029	9.097314	6.702799	6.309725	6.864892	5.392643	4.139728	4.672637
ENSG00000247627.2	MTND4P12	1.683791	1.366047	1.102912	1.350205	2.339569	1.64077	1.724549	1.419172	1.566249	2.082753	1.520223	1.890377
ENSG00000247675.8	LRP4-AS1	0.315515	0.265336	0.739989	0.344311	0.212646	0.197047	0.312646	0.655687	0.493115	1.013503	0.531831	0.598533
ENSG00000247679.3	ENSG00000247679	2.334022	4.333518	1.699018	3.484777	1.562775	2.032734	3.294058	3.627004	3.45352	1.344246	2.392363	2.097489
ENSG00000247699.2	FABP6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247708.8	STX18-AS1	0.948828	1.442767	0.739127	0.93458	1.089166	0.820116	0.583262	0.599184	0.732706	0.959564	0.879879	0.727816
ENSG00000247728.2	ARHGAP11B-DT	0.179352	0.591963	0.319865	0.430618	0.140708	0.107287	0.285365	0.308122	0.336893	0.151471	0.293579	0.498798
ENSG00000247735.2	KCTD13-DT	0.955235	1.209386	2.166413	1.625353	1.271652	1.270864	0.832005	1.07846	1.184123	2.29003	1.072568	1.760181
ENSG00000247746.5	USP51	0.843709	1.243404	1.739298	1.51759	0.814786	0.861843	1.041467	1.179242	1.160864	1.011468	0.937516	1.049838
ENSG00000247763.2	TUBAP14	0.009765	0	0.005575	0.001133	0.004238	0.004973	0.005401	0	0.001872	0.003677	0.002708	0.000814
ENSG00000247765.2	ENSG00000247765	0.066695	0.11785	0.109252	0.115072	0.116061	0.057872	0.103227	0.069138	0.095412	0.057238	0.145333	0.037615
ENSG00000247774.9	PCED1B-AS1	0	0	0	0	0	0	0.021692	0	0.003002	0	0	0
ENSG00000247775.2	SNCA-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247796.3	MOCS2-DT	2.756445	3.407208	2.553091	3.173379	3.472949	2.643999	2.592916	2.892945	2.180062	3.555421	1.621802	2.213719
ENSG00000247809.11	NR2F2-AS1	1.560115	1.551059	1.107387	0.941413	1.477591	1.633523	1.104132	1.308766	0.96832	0.88591	0.603424	0.70226
ENSG00000247810.8	ENSG00000247810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247828.10	TMEM161B-DT	3.536023	4.795256	5.192558	3.926413	2.923681	3.451964	5.033575	4.38879	4.195817	4.462627	3.97292	4.336979
ENSG00000247853.2	ENSG00000247853	0.393984	0.211291	0.282904	0.257095	0.295125	0.108224	0.284501	0.273352	0.247331	0.500992	0.183822	0.284364
ENSG00000247867.2	DGAT2-DT	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247872.2	SPCS2P3	0.191473	0.064986	0.189292	0	0.087025	0.171415	0	0	0.124259	0.17781	0.053457	0.036834
ENSG00000247877.8	FAM174A-DT	0.321718	0.186594	0.254206	0.429792	0.252114	0.495257	0.034957	0.389221	0.245791	0.151783	0.058958	0.395111
ENSG00000247903.1	ENSG00000247903	0.266864	0.920743	0.814315	0.757677	0.275595	0.219531	0.648949	0.793919	0.816437	0.360343	0.663105	0.41677
ENSG00000247911.3	HMGN1P12	0.208348	0.137327	0.178396	0.203187	0.114673	0.094646	0.051196	0.065395	0.330836	0.152674	0.340288	0.186885
ENSG00000247925.2	ENSG00000247925	0	0	0	0	0	0	0	0.033318	0.044512	0	0	0
ENSG00000247934.4	ENSG00000247934	0.559493	0.836634	0.599445	0.748514	0.866982	0.654859	0.694278	0.842524	0.877175	0.371367	0.265381	0.345357
ENSG00000247950.9	SEC24B-AS1	0.267567	0.595943	0.53886	0.51302	0.428391	0.526843	0.281286	0.895132	0.267911	0.405495	0.352974	0.50439
ENSG00000247970.3	ENSG00000247970	0	0.063673	0.061313	0	0.038836	0.015179	0.016085	0.171261	0	0.083702	0	0.053526
ENSG00000247982.7	LINC00926	0.161042	0.173851	0.246868	0.119231	0.093547	0.244313	0.221813	0.299359	0.16809	0.091746	0.118843	0.037874
ENSG00000247993.2	FOXD1-AS1	0.006446	0	0	0.006912	0	0	0.002612	0	0	0	0	0
ENSG00000248008.5	NRAV	4.532768	7.456553	3.834189	4.092837	3.593267	5.693266	6.884774	5.360735	4.735666	2.39683	2.410496	3.802994
ENSG00000248015.7	ENSG00000248015	0.088364	0.237149	0.115528	0.092911	0.049279	0.092235	0.177041	0.156672	0.104607	0.112646	0.158753	0.113684
ENSG00000248019.3	FAM13A-AS1	0.084376	0.673715	0.660719	0.593906	0.054565	0.104562	0.457249	0.519644	0.729241	0.05615	0.063574	0.044059
ENSG00000248027.1	ARHGAP42-AS1	0	0	0	0	0	0.02224	0	0	0	0	0	0
ENSG00000248029.2	ENSG00000248029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248049.8	UBA6-DT	1.324506	3.026497	3.346567	2.770039	1.647903	1.685021	3.113617	3.174809	3.26229	1.34748	1.995074	1.33897
ENSG00000248050.1	SYBU-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248079.4	DPH6-DT	0.424787	0.233532	0.502771	0.29109	0.626615	0.370483	0.26139	0.640443	0.519822	0.786877	0.439287	0.304201
ENSG00000248092.8	NNT-AS1	0.200366	0.272751	0.632623	0.488055	0.184564	0.165481	0.220287	0.295782	0.3729	0.515079	0.415647	0.423892
ENSG00000248098.12	BCKDHA	18.917347	14.338356	16.984731	15.506541	16.269237	16.1495	13.907693	16.438764	15.695011	21.053828	24.847185	22.128229
ENSG00000248099.4	INSL3	0	0.116753	0.094383	0.078076	0	0	0	0	0	0.206514	0.391004	0.192127
ENSG00000248100.2	ENSG00000248100	0.042713	0.033533	0.024071	0	0.039239	0	0.033118	0	0	0.062655	0	0
ENSG00000248101.2	ENSG00000248101	0	0.150138	0.140912	0	0	0	0.153209	0	0	0.28779	0.104561	0
ENSG00000248103.1	ENSG00000248103	0	0	0.122872	0.195157	0	0	0.112297	0.167101	0	0	0	0
ENSG00000248104.1	TARS2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248105.1	ENSG00000248105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248106.2	ENSG00000248106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248107.2	LINC02039	0.031516	0.218363	0.114781	0.074083	0	0	0	0	0.045046	0	0	0
ENSG00000248109.3	MARCOL	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248112.1	ENSG00000248112	0	0	0	0	0	0	0	0	0	0	0	0.020027
ENSG00000248113.2	PTPN11P5	0	0	0.008469	0	0.010005	0	0.014227	0	0.007901	0.004736	0.083921	0.00958
ENSG00000248114.1	ENSG00000248114	0	0.044273	0	0.055699	0	0	0	0	0	0	0	0
ENSG00000248115.1	ENSG00000248115	0.019787	0.108923	0.054082	0	0	0.03946	0.0189	0	0.046103	0	0	0.012534
ENSG00000248117.1	MICOS10P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248118.2	LINC01019	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248120.1	ENSG00000248120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248121.9	SMURF2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248122.1	APOOP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248124.11	RRN3P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248125.2	ENSG00000248125	0.143874	0.073326	0.126582	0.069691	0	0	0.049572	0	0.053133	0	0.042991	0
ENSG00000248126.1	ENSG00000248126	1.085254	1.867799	1.611238	0.846218	0.762755	0.147812	2.191489	1.259161	1.017404	0.275697	0.392873	0.680923
ENSG00000248127.1	SV2C-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248128.1	ENSG00000248128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248131.6	LINC01194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248132.3	LINC02101	5.421515	2.93105	2.667292	2.06626	4.5631	4.752921	2.455945	4.068094	3.291082	4.276734	2.057618	3.303468
ENSG00000248133.1	MTND4LP22	0	0	0	0	0	0	0	0	0	0	0.081601	0
ENSG00000248134.1	ENSG00000248134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248136.1	MTND6P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248137.1	ENSG00000248137	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248138.5	ENSG00000248138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248139.2	CUL4AP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248143.1	LINC02383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248144.6	ADH1C	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248145.2	ENSG00000248145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248148.1	ENSG00000248148	0.446605	0	0	0	0.284863	0.542728	0	0	0	1.128674	0.963876	1.053566
ENSG00000248150.1	LINC02150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248152.2	ANK2-AS1	0.167348	0.209532	0.130645	0.109439	0.067635	0.023036	0.093595	0.099603	0.047142	0.054298	0.043852	0.027695
ENSG00000248155.1	ENSG00000248155	0.130736	0	0	0	0.121368	0	0.102432	0	0.050416	0.216059	0	0
ENSG00000248156.2	BTG4P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248159.1	HSPA8P11	0.025698	0.04557	0	0.043549	0	0	0	0	0	0	0	0
ENSG00000248160.1	ENSG00000248160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248161.5	ENSG00000248161	0.359251	1.397836	2.169882	1.366747	0.902543	0.425011	1.611145	1.158323	1.374093	0.262287	0.344711	0.69777
ENSG00000248162.1	CHORDC1P3	0	0	0.03183	0	0	0	0	0	0	0	0	0
ENSG00000248165.1	ENSG00000248165	0	0	0	0	0	0	0	0	0	0	0	0.057067
ENSG00000248167.7	TRIM39-RPP21	1.083213	0.522315	0.333991	0	0.442541	0	0	0	0.533764	0	0.919885	0
ENSG00000248170.1	ENSG00000248170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248172.1	ENSG00000248172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248174.8	LINC02268	0	0	0	0.020541	0	0.093401	0.020311	0	0	0	0	0
ENSG00000248176.2	ENSG00000248176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248180.1	GAPDHP60	0.039522	0.014369	0.007296	0.114749	0.008872	0.109533	0.058652	0.081794	0.063993	0.039462	0.031628	0.067173
ENSG00000248184.1	LINC02283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248185.1	ENSG00000248185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248187.1	ENSG00000248187	3.369643	16.322712	12.241185	13.140758	3.968203	3.83408	13.371162	12.59562	11.357517	2.814741	1.436791	2.328684
ENSG00000248188.2	PFDN1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248191.1	PES1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248192.1	ATG10-AS1	0	0	0	0	0	0	0	0	0.062779	0	0.069745	0
ENSG00000248195.1	ENSG00000248195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248196.1	ENSG00000248196	0.119186	0.231111	0.032592	0.136903	0.194176	0.064063	0.209152	0.22643	0.147366	0.1585	0.101447	0.126703
ENSG00000248197.1	LINC00290	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248199.2	ENSG00000248199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248200.2	ENSG00000248200	0.054851	0	0.003179	0	0	0	0	0	0	0	0.023295	0
ENSG00000248202.2	LINC02234	0.058307	0	0.023627	0.056187	0	0	0	0.070806	0.055899	0	0	0
ENSG00000248203.1	ENSG00000248203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248205.1	H3P17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248206.2	ENSG00000248206	0.016714	0.092151	0.100295	0.036491	0.015728	0	0.203212	0.094385	0.051946	0	0	0.023972
ENSG00000248208.1	WDR45P1	0	0	0	0	0	0	0	0	0	0	0.033807	0
ENSG00000248209.1	ENSG00000248209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248210.2	LINC02355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248211.1	TRPC7-AS1	0.196459	0	0.10982	0	0.093769	0.067835	0	0	0.131336	0.09957	0	0
ENSG00000248213.3	CICP16	0	0	0	0	0	0	0.003134	0	0	0	0	0
ENSG00000248215.6	LINC02505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248216.1	KCTD9P5	0.040851	0.029596	0.029733	0.060119	0.013283	0.052852	0.03937	0	0.023742	0	0	0
ENSG00000248221.1	STX18-IT1	0.088786	0.226308	0	0.061877	0	0	0	0	0	0.019436	0.009482	0.038004
ENSG00000248222.5	SLIT3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248223.1	ENSG00000248223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248227.1	LINC02513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248228.2	SLIT2-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248229.1	ENSG00000248229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248231.1	KRT8P4	0	0	0	0	0.032174	0	0	0	0	0	0	0
ENSG00000248234.1	ENSG00000248234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248235.6	ENSG00000248235	0.08498	0.167763	0.088653	0.067456	0.038458	0.035087	0.141896	0.255467	0.258944	0.354484	0.120554	0
ENSG00000248236.1	ENSG00000248236	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248237.2	ENSG00000248237	0	0	0	0	0	0.096442	0	0	0	0	0.032724	0
